page_number,text,source
15,"8 Facebook had not suffered a significant episode of mis- use of user data by a developer.  J.A. 653 -654. Face- book settled the case, agreeing to pay a civil penalty of $100 million. J.A. 661-662. At the same time, the Fed- eral Trade Commission imposed a $5 billion penalty on Facebook for deceiving users about the privacy of their data. Pet. App. 8a -9a. 2. Petitioners moved to dismiss respondents  com- plaint, and the district court granted their motion . Pet. App. 109a-224a. Most relevant here, the court found that respondents had failed to plead falsity with re- spect to the risk -factor statements. Id. at 191a. The court noted that m ost of those statements had warned of reputation, business, or competitive  risks , but that respondents had not alleged that the Cambridge Ana- lytica scandal was harming Facebooks reputation, busi- ness, or competitive position at the time Facebook made the statements. Id. at 189a. Although one of the state- ments had referenc ed the risk of improper use or dis- closure of user data, the court found that Facebooks failure to disclose Cambridge Analytica s actual misuse of consumer data did not render Facebooks Form 10 -K misleading. The court determined that, by virtue of the 2015 Guardian article, Cambridge Analyticas misuse was already public knowledge when the risk-factor statement was made . Id. at 189a-190a. The district court also dismissed respondents other claims for fail- ure to plead falsity, scienter, and loss causation. See id. at 110a, 114a. 3. The court of appeals affirmed in part and re- versed in part. Pet. App. 1a-53a. a. The panel majority largely reversed the dismissal of the risk-factor claims , holding that respondents had adequately pleaded falsity as to most of th ose state-",23-980bsacus_facebookvamalgamatedbank.pdf
16,"9 ments. Pet. App. 21a -29a; see id. at 29a (affirming dis- trict courts dismissal as to risk-factor statements unre- lated to misuse of user data) . The panel applied Ninth Circuit precedent holding that [r]isk disclosures that speak entirely of as -yet-unrealized risks and contin- gencies  and do not alert the reader that some of these risks may already have come to fruition  can mislead reasonable investors.  In re Alphabet, Inc. Sec. Litig. , 1 F.4th 687, 703 (2021) (quoting Berson v. Applied Sig- nal Tech., Inc. , 527 F.3d 982, 986 (9th Cir. 2008) ) (brack- ets omitted) , cert. denied, 142 S. Ct. 1227 (2022) ; see Pet. App. 22a -26a. The majority rejected petitioners contention that the 2015 Guardian article had already made Cambridge Analyticas data misuse public, noting that Facebook had merely told the newspaper it was carefully investigating the matter. Pet. App. 26a. The majority found it irrelevant that the risk statements had acknowledged that Facebook had previously been the target of cyberattacks, hacking , and phishing , see J.A. 439, since the data misuse at issue here did not in- volve those kinds of security breach es. See Pet. App. 27a-28a. The court of appeals affirmed the district courts dis- missal, for lack of scienter, of respondents claims based on statements that Facebook had made to journalists about its Cambridge Analytica investigation. Pet. App. 29a-32a. And while the court affirmed the dismissal of claims related to some of Facebooks statements about users control over their personal data, id. at 32a, it re- versed as to other such statements, including state- ments related to Facebooks practice of allowing certain whitelisted third -party apps to collect users data without t heir consent, id. at 9a, 38a; see id. at 32a-40a.",23-980bsacus_facebookvamalgamatedbank.pdf
17,"10 b. Judge Bumatay concurred in part and dissented in part. Pet. App. 41a-53a. He agreed with the majority that the district court had erred in dismissing certain of respondents claim s arising from Facebooks assurances that users maintained control over their own data . See id. at 41a, 48a-51a. He would have affirmed the district courts dismissal of the risk -factor claims, however . See id. at 41a-48a. Judge Bumatay would have h eld that, even if Facebook knew of  potentially serious breaches  of user -data protections when the company made the risk-factor statements, those statements were not false or misleading because res pondents had not alleged that Facebook knew that those breach es would lead to im- mediate harm to its business or reputation . Id. at 48a. SUMMARY OF ARGUMENT A. Petitioners principally contend that, when a com- panys statement of risk factors under Item 105 of Regulation S -K, 17 C.F.R. 229.105 , describes a particu- lar risk as hypothetical, that statement cannot be ren- dered false or misleading by the fact that the risk ha d already materialized when the statement was made . That proposed rule defies both common sense and the great weight of judicial authority . In the securities con- text as elsewhere, a forward-looking statement of risk can be misleading insofar as it implies that the relevant risk has not already come to fruition. The antifraud provisions of the securities laws prohibit half -truths, not just flat -out lies, and there is no exception to that principle for risk -factor statement s. B. In urging th is Court to adopt their proposed cat- egorical rule, petitioners assert (Br. 21-22, 24 ) that no reasonable investor would understand a risk disclosure to say anything about past events or present conditions. But just as a statement of opinion can imply a proposi-",23-980bsacus_facebookvamalgamatedbank.pdf
18,"11 tion of fact, see Omnicare, Inc. v. Laborers Dist. Coun- cil Constr. Indus. Pension Fund, 575 U.S. 175, 188 (2015), a prospective statement of risk can implicitly represent that a specified adverse event has not already occurred . Whether a particular risk -factor statement carries that implication depends on the facts and context. Because a risk statement does not always carry such an implica- tion, petitioners are wrong to assert (Br. 32) that the Ninth Circuits approach would compel issuers to dis- close every instance of the [risk-]triggering event hav- ing occurred in the past . C. Some courts have suggested that risk-factor statements are misleading only if they omit previous occurrences of the triggering event that the company knows are almost certain to cause the warned -of harm to the companys business. Pet. Br. 39. Petitioners view that virtual certainty rule as inappropriate but still preferable to the court of appeals approach . Ibid. (ci- tation omitted). This Court should reject the virtual - certainty rule. Among other things, that rule would artificially raise the bar in the risk -factor context for establishing the element of materiality , which does not require that a misrepresentation involve near-certain harm to the issuers business. D. Respondents have adequately pleaded that the risk-factor disclosures in petitioners SEC filings were false or misleading. The relevant statements character- ized the misuse of user data as a future risk that could hypothetically harm Facebooks business, even though the company had recently suffered a major episode of such misuse. Petitioners contrary arguments reflect a misunderstand ing of the Ninth Circuits opinion and an insufficient appreciation of the likelihood that the in- vesting public was mis led.",23-980bsacus_facebookvamalgamatedbank.pdf
19,"12 ARGUMENT RESPONDENTS HAVE ADEQUATELY PLEADED THAT FACEBOOKS RISK-FACTOR STATEMENTS WERE FALSE OR MISLEADING This Court granted the petition for a writ of certio- rari limited to the question whether risk disclosures [are] false or misleading when they do not disclose that a risk has materialized in the past, even if that past event presents no known risk of ongoing or future business harm. Pet. i. As respondents explain, the nondisclo- sure of an event th at has no ongoing or future impli- cations for the business does not render a risk state- ment materially misleading, and the Ninth Circuit did not hold that Rule 10b-5(b) liability can be premised on such an omission . Resp. Br. 1, 12-13 (citation omitted) . The court instead held that respondents ha ve plausibly alleged th at false or misleading statements appeared in Facebook s Item 105 disclosures , insofar as Facebook s risk-factor statements depicted the risk of user -data misuse as hypothetical when a plainly important epi- sode of such misuse had recently occurred. In challenging the court of appeals actual holding, petitioners make broader arguments that extend be- yond their question presented. Petitioners contend (Br. 21, 41) that, as a categorical matter, risk-factor disclo- sures do not make any implied assertion about previ- ous events and the present risk of harm they created , or at least can be deemed false or misleading only if the undisclosed past event was virtually certain to cause business harm  when the risk -factor statement was made. Both of those contentions are inco nsistent with basic principles of securities law and therefore should be rejected.",23-980bsacus_facebookvamalgamatedbank.pdf
20,"13 A. Risk-Factor Disclosures Can Falsely Imply That The Warned -Of Risks Have Not Already Materialized 1. An incomplete risk -factor statement is a quintessen- tial half -truth Consistent with the common law of fraud, the anti- fraud provisions of the securities laws prohibit not just outright lies but also half-truthsrepresentations that state the truth only so far as it goes, while omitting crit- ical qualifying information.  Macquarie Infrastructure Corp. v. Moab Partners, L.P. , 601 U.S. 257 , 263 (2024) (quoting Universal Health Servs., Inc. v. United States ex rel. Escobar , 579 U.S. 176, 188 (2016)). (For instance, a child would tell a half -truth if he told his parents that he had dessert after eating an entire cake. Id. at 264.) The standard used to determine whether a particular statement is misleading is an objective one that  de- pends on the perspective of a reasonable investor  and is informed by the common law. Omnicare, Inc. v. La- borers Dist. Council Constr. Indus. Pension Fund , 575 U.S. 175, 186-187 (2015); see id. at 191 & n.9. Petitioners primarily contend (Pet. 19 -25) that no reasonable investor would interpret a typical risk dis- closure under Item 105 of Regulation S -K as implying that the warned -of risk has not already materialized. That argument is inconsistent with both law and com- mon sense. In law as in life, [a] statement about the future may imply a representation concerning an exist- ing or past fact.  Restatement (Second) of Torts  525 cmt. e (1977); accord 3 Dan B. Dobbs et al., The Law of Torts  678, at 692 ( 2d ed. 2011); see Restatement (Sec- ond) of Contracts  159 cmt. c (1981) ([A] promise or a prediction of future events may by implication involve an assertion that facts exist from which the promised or predicted consequences will follow, which may be a mis-",23-980bsacus_facebookvamalgamatedbank.pdf
21,"14 representation as to those facts .). Thus, if a realtor tells the prospective buyer of a house that a rise in crime could reduce the value of the property,  and a wave of burglaries ha s recently hit the neighborhood, a reasonable person would deem the realtors statement to be misleading. Similarly, the statement I could lose my job if Im ever arrested would be misleading if the speaker had actually been arrested the previous week . To warn that the untoward may occur when the event is contingent is prudent; to caution that it is only possi- ble for the unfavorable events to happen when they have already occurred is deceit.  Rubinstein v. Collins, 20 F.3d 160, 171 (5th Cir. 1994) (citation omitted) . This does not mean that a statement about the po- tential consequences of hypothetical future events is al- ways misleading if it does not reference a past instance when such an event occurr ed. The statement Next months outdoor concert will be canceled if it rains on the scheduled day would not be rendered misleading by the speakers failure to disclose that it had rained the previous day. Statements about the potential effects of future rainfall cannot r easonably be understood to im- ply the non -occurrence of past rain, and the previous days rainfall would have no bearing on the likelihood that a concert scheduled for the following month would ultimately be canceled. In the securities context, w hether a given statement about the likely consequences of potential future events is a material misrepresentation depends on whether a reasonable investor (a) would construe the statement as an implicit representation that such events have not al- ready occurred, and (b) would view the undisclosed oc- currence as significant to an appraisal of the companys business pros pects. Those are inherently fact-specific,",23-980bsacus_facebookvamalgamatedbank.pdf
22,"15 context-dependent inquiries. Basic Inc. v. Levinson, 485 U.S. 224, 236 (1988). In at least some circumstances, however, it is plainly misleading to characterize an ad- verse event that has already materialized as a merely hypothetical future risk. 2. The case law supports respondents theory of falsity Courts have repeatedly applied the principle de- scribed above in adjudicating claims of securities fraud. Siracusano v. Matrixx Initiatives, Inc. , 585 F.3d 1167 (9th Cir. 2009), aff d, 563 U.S. 27 (2011) , for example , involved a pharmaceutical companys nondisclosure of adverse information regarding one of its products. See id. at 1172. In the risk-factors section of its Form 10-Q, the company warn ed that product -liability claims could negatively affect the companys  product branding and goodwill,  but the filing did not reveal that the company had already been sued about the product and additional litigation was likely. Ibid. Citing the same circuit prec- edent it invoked here, the Ninth Circuit concluded that the companys statement was misleading because it spoke of the risks of product liability claims in the ab- stract, with no indication that the risk may already have come to fruition.   Id. at 1181 (quoting Berson v. Applied Signal Tech., Inc. , 527 F.3d 982, 986 (9th Cir. 2008)); see Pet. App. 25a. This Court then granted cer- tiorari to consider whether the nondisclosure of adverse drug events could be materially misleading if a statis- tically significant number of adverse events had not oc- curred. Matrixx Initiatives, Inc. v. Siracusano , 563 U.S. 27, 30 (2011). The Court conclude[d] that the ma- teriality of adverse event reports cannot be reduced to a bright -line rule, ibid., and it affirmed the Ninth Cir- cuits judgment, id. at 31.",23-980bsacus_facebookvamalgamatedbank.pdf
23,"16 In In re Westinghouse Securities Litigation , 90 F.3d 696 ( 3d Cir. 1996) (Alito, J.) , shareholders alleged that a registration statement was misleading because it warned that the adequacy of the issuers loss reserves depended on economic conditions, when the issuer al- ready knew that the reserves were and would remain inadequate, even without any future or prolonged eco- nomic downturn.  Id. at 709. The court of appeals re- versed the dismissal of the plaintiffs claim, observing that  a reasonable investor would be very interested in knowing, not merely that future economic develop- ments might cause further losses, but that * * * cur- rent reserves were known to be insufficient under cur- rent economic conditions.  Ibid.; see id. at 710 (citing Rubinstein , supra). The Ninth Circuit more recently applied the same logic in In re Alphabet, Inc. Securities Litigation, 1 F.4th 687 (2021), cert. denied, 142 S. Ct. 1227 (2022). There, a Form 10-K filed by Alphabet, Inc. , Googles parent com- pany, warned investors that  [c]oncerns about our prac- tices with regard to the collection, use, disclosure, or se- curity of personal information or other privacy related matters, even if unfounded, could damage our reputa- tion and adversely affect our operating results.  Id. at 694 (brackets in original) . An internal review later dis- covered that a security glitch in [the] Google+ social network had left the private data of some hundreds of thousands of users * * * exposed to third -party devel- opers, but Alphabet did not change the risk-factor statements in its subsequent filings. Id. at 693, 696. The district court dismissed the plaintiffs claims re- lated to those filings, see id. at 698, 702, but the Ninth Circuit reversed, see id. at 707. The court of appeals held that the complaint plausibly alleges that Alpha-",23-980bsacus_facebookvamalgamatedbank.pdf
24,"17 bets warning in each [filing] of risks that could or may occur is misleading to a reasonable investor when Alphabet knew that those risks had materialized.  Id. at 704; see id. at 703 (citing Berson and Siracusano ). Other court s of appeals have likewise recognized that forward -looking risk statements can violate the se- curities laws by creating misleading impressions about the past or present. See, e.g., Karth v. Keryx Biophar- maceuticals , Inc. , 6 F.4th 123 , 138 (1st Cir. 2021) ( A company must * * * disclose a relevant risk if that risk had already begun to materialize. ); Williams v. Globus Med., Inc. , 869 F.3d 235, 241 (3d Cir. 2017) ( [C]ourts are skeptical of companies treating as hypothetical in their disclosures risks that have already materialized .); Rombach v. Chang, 355 F.3d 164, 173 (2d Cir. 2004) (Cautionary words about future risk cannot insulate from liability the failure to disclose that the risk has transpired. ); cf. Dolphin & Bradbury, Inc . v. SEC, 512 F.3d 634, 640 (D.C. Cir. 2008) (explaining that there is a critical distinction between disclosing the risk a fu- ture event might occur and disclosing actual knowledge the event will occur). Courts have regularly applied similar reasoning out- side the securities context as well. See, e.g., Field v. Mans, 157 F.3d 35, 38, 43 (1st Cir. 1998) ( defendants request for permission to sell property falsely implied that the property had not already been sold) ; Cora Pub, Inc. v. Continental Cas. Co., 619 F.2d 482, 487 (5th Cir. 1980) (citing fraud cases where purchasers of insurance had concealed the fact that the risk to be insured against had already occurred, or that forces reasona- bly certain to cause the risk to occur were underway ). There is consequently a strong judicial consensus sup- porting the court of appeals reasoning here.",23-980bsacus_facebookvamalgamatedbank.pdf
25,"18 3. Administrative practice supports respondents the- ory of falsity The SEC too has consistently taken the view that disclosable risk factors can include past and present business conditions and events , and that nondisclosure of such information can render risk statements mislead- ing. The Commissions 1964 guidance discussed above, see p. 2, supra, listed among potential risk factors that should be disclosed an absence of operating history of the registrant and an absence of profitable operations in recent periods. 29 Fed. Reg. at 2492. As respond- ents note (Br. 29 & n.8), the original version of Item 105 took the same approach. More recently, the SEC issued guidance advising issuers who disclose cybersecurity risk factors under Item 105 to disclose previous or on- going cybersecurity incidents or other past events in or- der to place discussions of these risks in the appropriate context, 83 Fed. Reg. 8166, 8169 -8170 (Feb. 26, 2018)  even before the Commission made this a freestanding disclosure requirement in the new Item 106, 17 C.F.R. 229.106 ; see 88 Fed. Reg. 51,896 , 51,9 21 (Aug. 4, 2023) (noting that the 2018 guidance remains in place). The Commission has likewise consistently enforced the securities laws on the understanding that risk state- ments can be false or misleading in the manner respond- ents allege here. Indeed, the Commission brought and settled an enforcement action against Facebook that re- lied on the same theory of falsity that respondents assert. See pp. 7-8, supra. It has brought similar enforcement proceedings in numerous other cases spanning decades. See, e.g., D. Ct. Doc. 1 , at 2, 11, SEC v. Mylan N.V., No. 19-cv-2904 (D.D.C. Sept. 27, 2019); SEC v. True N. Fin. Corp., 909 F. Supp. 2d 1073, 1102 (D. Minn. 2012) (cit- ing, e.g., SEC v. Tecumseh Holdings Corp. , 765 F. Supp.",23-980bsacus_facebookvamalgamatedbank.pdf
26,"19 2d 340, 352-356 (S.D.N.Y. 2011); SEC v. Fundpack, Inc. , No. 79-859, 1979 WL 1238, at *4 (D.D.C. Aug. 1 6, 1979). 4. Petitioners principal authority is an outlier deci- sion that lacks persuasive force Petitioners rely (Br. 22; Pet. 18 -19) on the Sixth Cir- cuits unpublished decision in Bondali v. Yum! Brands, Inc., 620 Fed. Appx. 483 (2015). The issuer there, which owned two fast -food chains , made risk -factor state- ments warning that potential food safety issues could adversely affect the companys profitability, at a time when the issuer allegedly knew that eight batches of its chicken located in China already had tested positive for drug and antibiotic residues . Id. at 484-487. In re- jecting the p laintiffs claim, the court of appeals charac- terized risk -factor disclosures as  inherently prospec- tive in nature , such that a reasonable investor would be unlikely to infer  from such disclosures anything re- garding the current state of a corporation s compliance, safety, or other operations.  Id. at 491. The court of appeals in Bondali provided no reason- ing to support its view that a reasonable investor would be unlikely to draw such an inference. And immediately after making the observations just quoted, the Sixth Circuit noted that there may be circumstances under which a risk disclosure might support Section 10(b) lia- bility. 620 Fed. Appx. at 491. The court concluded that, [i]n any event, the plaintiffs had not alleged facts showing any investment risk had already materialized  by the time the risk disclosures were made , and i t sug- gested that the eight positive test results were too mi- nor in relation to the issuers overall business to render the risk-factor statements misleading. Ibid. Thus, while Bondali contains language supporting petitioners nar- row view of risk -factor disclosures as exclusively pro-",23-980bsacus_facebookvamalgamatedbank.pdf
27,"20 spective in nature , ibid. (emphasis omitted) ; see Pet. Br. 4, 15, 17, 27 , even the Sixth Circuit did not unequiv- ocally embrace that proposition . B. Petitioners Proposed Categorical Rule Limiting Risk - Factor Fraud Claims Is Unsound Petitioners urge this Court (see Br. 24 -25) to reject the consensus view described above and to adopt a rule that risk disclosures can be false or misleading under Rule 10b-5(b) only if they contain embedded false state- ments of fact or opinion or misstate the degree or na- ture of future risk. Petitioners are correct that risk - factor statements can be false or misleading in th ose circumstances. But petitioners offer no sound basis for concluding that these are the only ways in which risk - factor statements can mislead investors . 1. Petitioners approach would artificially limit liabil- ity for misleading risk statements Petitioners proposed bright-line rule would arbitrar- ily narrow the coverage of Rule 10b -5(b) in risk -factor cases. Petitioners emphasize (Br. 21-22) that risk state- ments are inherently forward -looking and probabilis- tic and are directed toward the possibility of future harm. But that is precisely what can make such a statement misleading . When warned -of risks have al- ready materialized , statements portraying those risks as merely potential problems can mislead the investing public. Petitioners contend that a reasonable investor would understan d a risk -factor statement to convey infor- mation only about the future and never about the past . See, e.g., Br. 40 ( [T]he reasonable investor would un- derstand the companys statement to mean what it says: that, if the triggering event were to occur in the future,",23-980bsacus_facebookvamalgamatedbank.pdf
28,"21 business harm could result .); Pet. App. 44a (Bumatay, J., concurring in part and dissenting in part) (similar) . That contention resemble s one th is Court rejected in Omnicare, supra. That case concerned the circumstances in which statements of opinion can be misleading under Section 11(a) of the Securities Act, which , like Rule 10b - 5, prohibits statements that contain[] an untrue state- ment of a material fact or omit[] to state a material fact * * * necessary to make the statements therein not mis- leading. 15 U.S.C. 77k(a); see Omnicare , 575 U.S. at 178; 17 C.F.R. 240.10b -5(b).1 The issuer, Omnicare, argued that, because statements of opinion convey [no]thing more than the speakers own mindset, they can be false or misleading only if the stated opinions are not sincerely held. Omnicare , 575 U.S. at 187. Th e Court disagreed, finding that Om- nicares approach went too far, because a reasonable investor may, depending on the circumstances, under- stand an opinion statement to convey facts about how the speaker has formed the opinion. Id. at 188; see id. at 198-203 (Scalia, J., concurring in part and concurring in the judgment) ( recogniz ing that statements of opin- ion sometimes can imply certain facts about the manner in which the opinion was formed ). Petitioners narrow view of risk -factor statements, as looking exclusively to the future and never implying anything about the past or present, see Br. 21 -24, is sim- ilar to Omnicares literalistic view that statements of opinion describe the speakers mindset and nothing 1 Section 11(a) includes additional language, covering pure omis- sions of information required to be stated in a registration state- ment, 15 U.S.C. 77k(a), that distinguishes it from Rule 10b -5. See Macquarie, 601 U.S. at 264 -265. But Omnicare did not involve that clause of Section 11(a) . See 575 U.S. at 18 6 n.3.",23-980bsacus_facebookvamalgamatedbank.pdf
29,"22 else, see Omnicare , 575 U.S. at 187. In rejecting Om- nicares proposed limitation on Section 11 liability, the Court acknowledged that Congress s decision to include misleading omissions within the range of conduct that Section 11 proscribe s made that provision less cut -and- dry than a law prohibiting only false factual state- ments. Id. at 193. The Court explained, however, that Section 11s omissions clause * * * necessarily brings the reasonable person into the analysis, and asks what she would naturally understand a statement to convey beyond its literal mean ing. Id. at 193 -194. Similarly here, the need for a nuanced, context -specific inquiry into the inferences that reasonable investors would draw from a particular risk -factor warning is simply the logical consequence of Rule 10b -5(b)s ban on mislead- ing omissions. Like the rule that Omnicare advocated , petitioners proposed rule would punch a hole in the antifraud provisions for half -truths in the form of  risk-factor disclosures. Id. at 193. This Courts securities-law decisions have consistently rejected similar efforts to impose categorical limitations that are untethered to the expectations of ordinary inves- tors. In Matrixx, for instance, the Court eschewed the issuers proposed bright-line rule that reports of adverse events associated with a pharmaceutical company s prod- ucts cannot be material absent a sufficient number of such reports to establish  a statistical ly significan t link between the product and the adverse events . 563 U.S. at 39 (footnote omitted) ; see id. at 39 -43. The Court in Basic likewise rejected the contention that the existence of merger negotiations will be material to a reasonable investor only after the negotiators have reached an agreement in principle. See 485 U.S. at 232-236. The Court explained that [a] bright-line rule indeed is eas-",23-980bsacus_facebookvamalgamatedbank.pdf
30,"23 ier to follow than a standard that requires the exercise of judgment in the light of all the circumstances. But ease of application alone is not an excuse for ignoring the purposes of the Securities Acts and Congress  policy decisions. Id. at 236 . The categorical rule that peti- tioners propose has no more to recommend it. 2. Petitioners reliance on statutory and regulatory context is misplaced As explained above, statements of future risk are characteristically premised upon, and can imply repre- sentations about, present or past events. Nothing in the relevant text of Regulation S-K suggests an intent to depart from that understanding. Item 105 directs filers not simply to make predictions about the future, but to provide a discussion of the material factors that make an investment in the registrant or offering speculative or risky. 17 C.F.R. 229.105(a) (emphasis added). A past event like Ca mbridge Analyticas misuse of Face- book user data, whose ultimate effects on the companys reputation and consequent business success were un- known but potentially substantial when Facebook filed its Form 10-K, is naturally characterized as such a ma- terial factor[]. See Resp. Br. 27-28 (citation omitted). Petitioners suggest that other provisions of Regula- tion S-K, by requir[ing] companies to provide investors with specific information about what has happened to the company in the past and what is happening to the company in the present , imply that the SEC did not want[] to require such disclosures under Item 105 . Pet. Br. 23 (citing 17 C.F.R. 229.101(a)(1), 229.103(a), 229.106, 229.303(b)(2)(ii) ). That inference conflicts with long-standing SEC guidance and enforcement practice , which recognize that disclos ing past and present mat- ters in risk -factor statements can be appropriate and",23-980bsacus_facebookvamalgamatedbank.pdf
31,"24 sometimes necessary to avoid misleading investors . See pp. 18-19, supra. Consistent with the text of Rule 10b - 5(b), moreover, the Commission has made clear that, even if particular information is not expressly required to be included in a statement or report , it must be in- cluded as may be necessary to make the required state- ments, in the light of the circumstances under which they are made[,] not misleading. 17 C.F.R. 240.12b-20; see 17 C.F.R. 240.10b -5(b). There would be nothing anom- alous about disclosing past events in the risk -factors section of an SEC filing. Indeed, o ther aspects of Face- books risk -factor disclosure s in the Form 10-K at iss ue here did just that. E.g., J.A. 439 ( noting that cyberat- tacks have occurred on our systems in the past). Nor is it decisive (contra Pet. Br. 31 ) that Rule 10b - 5(b) does not prohibit pure omissions . See Macquarie, 601 U.S. at 264. Respondents risk -factor claims allege that affirmative statements in petitioners Form 10 -K were rendered misleading by the omission of important information. See J.A. 192 -194. And the Court in Mac- quarie reaffirmed that Rule 10b -5(b) applies to mis- leading half-truths. 601 U.S. at 266. Petitioners also suggest (Br. 38) that the court of ap- peals decision conflicts with the safe harbor for forward- looking statements in the Private Securities Litigation Reform Act of 1995 (PSLRA), Pub. L. No. 104 -67, 109 Stat. 737, see 15 U.S.C. 78u -5, and the closely related common-law bespeaks caution doctrine . Petitioners have not directly invoke d either of those rules , however, and neither supports their argument here . Congress enacted the PSLRAs safe harbor to insu- late from suit issuers who offer forward -looking projec- tions that do not accurately predict future events, so long as those projections are accompanied by meaning-",23-980bsacus_facebookvamalgamatedbank.pdf
32,"25 ful cautionary statements . 15 U.S.C. 78u -5(c)(1)(A)(i); see Pet. Br. 38 . But n either the statutory safe harbor nor the bespeaks -caution doctrine immunizes forward - looking statements that leave a false impression as to past or present conditions . A warning that identifies a potential risk, but implies that no such problems were on the horizon even if a precipice was in sight, would not meet the statutory standard for safe harbor protec- tion. In re Harman Intl Indus., Inc. Sec. Litig. , 791 F.3d 90, 1 02 ( D.C. Cir. 2015) (quoting Asher v. Baxter Intl Inc. , 377 F.3d 727, 733 (7th Cir. 2004) , cert. denied, 544 U.S. 920 (2005) ) (brackets omitted) , cert. denied, 577 U.S. 1139 (2016) . By the same token, [t]he be- speaks caution  doctrine is a protection against viola- tions based on events that occur later. It does not pro- tect against failure to disclose facts existing at the time the document is written.  1 Alan R. Bromberg & Lewis D. Lowenfels, Bromberg and Lowenfels on Securities Fraud  5:281 (7), at 1170 (2d ed ., 2024 -1 ed. issued in June). 3. The court of appeals decision does not create an un- due risk of overdisclosure or abusive litigation Petitioners contend that the Ninth Circuits ap- proach would re quire issuers to include in risk -factor statements every instance of the triggering event hav- ing occurred in the past, resulting in bloated risk dis- closures ,  abusive  securities -fraud litigation , and staggering economic consequences . Br. 32, 35, 37 (ci- tation omitted) . The issuer in Omnicare raised similar policy concerns. See Omnicare , 575 U.S. at 193 (noting Omnicares stated concern about  adverse policy con- sequences ,  including  unpredictable and possibly massive liability ) (citation s omitted) . As in that case, petitioners policy arguments are both more appropri-",23-980bsacus_facebookvamalgamatedbank.pdf
33,"26 ately directed to Congress and overstate [d] in any event. Id. at 194; see id. at 193 ; see also Matrixx, 563 U.S. at 43 (explaining that the Courts rejection of the defendants proposed bright -line rule does not mean that pharmaceutical manufacturers must disclose all re- ports of adverse events) . Respondents legal theory does not imply that every risk-factor statement must disclose every prior instance where the relevant risk ha s materialized. See Pet. App. 46a-47a (Bumatay, J., concurring in part and dissenting in part) ( observing that a company need not disclose every bad thing that ever happened to it). As noted above, a plaintiff suing under Rule 10b -5 must show , among several other elements, a material misrepre- sentation or omission by the defendant . Matrixx, 563 U.S. at 37 ( citation omi tted). A risk statement that omits a past instance in which the risk came to fruition is not always misleading or materially misleading . See p. 14, supra; cf. Bondali , 620 Fed. Appx. at 491 (con- cluding that failure to mention a prior occurrence is not misleading where the past instance is trivial or remote in time ). The determination whether reasonable inves- tors would read a particular risk statement to imply the non-occurrence of particular past events depends on context, as is often the case in this area of the law. See Omnicare , 575 U.S. at 194; Matrixx, 563 U.S. at 44. Petitioners acknowledg e (Br. 35, 37) that their fears of overdisclosure and staggering liability for issuers have not yet come to pass , even though courts have long allowed claims like respondents to proceed, see pp. 15- 17, supra. As petitioners note, the SEC has stressed the importance of brevity in issuers disclosures gener- ally and in risk -factor statements in particular. Pet. Br. 32-35 (citing, e.g., 17 C.F.R. 229.105(a) and (b); 85 Fed.",23-980bsacus_facebookvamalgamatedbank.pdf
34,"27 Reg. 63,726, 63,744-63,745 (Oct. 8, 2020)). Yet the Com- mission has also long recognized that risk -factor state- ments can be misleading in the manner respondents al- lege. See pp. 18-19, supra. C. A Risk -Factor Warning That Does Not Reveal Prior In- stances Where The Risk Materialized Can Be Mislead- ing Even If Consequent Harm To The Issuers Business Is Not Certain Or Nearly Certain To Occur Some courts have held or suggested that risk -factor statements can be unlawfully misleading only if they fail to reference previous occurrences of the triggering event that the company knows  are almost certain to cause the warned -of harm to the companys business.  Pet. Br. 39 (emphasis added) ; see id. at 39-41. Petition- ers view that  virtual certainty standard  as flawed but still preferable to the approach taken by the court of appeals . Id. at 39. This Court should not adopt the virtual certainty approach . Adoption of the virtual certainty test would scram- ble the elements of a securities -fraud claim. A typical risk-factor statement under Item 105 warns of two risks: first, that some triggering event may occur, and second, that the event may cause some consequence  usually harm to the business. Pet. Br. 2. Here, for ex- ample, petitioners Form 10 -K identified both a poten- tial triggering event (improper access to or disclosure of our data or user data) and a potential harmful con- sequence of such an event (could harm our reputation and adversely affect our business). J.A. 439 (emphasis omitted) . Such a statement can mislead when the trig- gering event has already materialized, even if the follow - on business harm has not yet come to pass . Thus, in the hypothetical involving a realtor described above, see p. 14, supra, the realtors statement about a potential",23-980bsacus_facebookvamalgamatedbank.pdf
